URL,Title,Price,Rating,Seller,Description
https://www.newegg.com/msi-rtx-5070-ti-16g-ventus-3x-oc-nvidia-geforce-rtx-5070-ti-16gb-gddr7/p/N82E16814137933,MSI Ventus GeForce RTX 5070 Ti 16GB GDDR7 PCI Express 5.0 Graphics Card RTX 5070 TI 16G VENTUS 3X OC,899.99$,4.9 out of 5,Seller is Newegg,16GB 256-Bit GDDR7 Boost Clock 2482 MHz 1 x HDMI 2.1b 3 x DisplayPort 2.1b 8960 Cores CUDA Cores PCI Express 5.0
https://www.newegg.com/acer-pm161qt-bmiuuux-15-6-fhd-60-hz-ips-black/p/N82E16824011523,"Acer PM161QT bmiuuux 15.6"" Full HD (1920 x 1080) IPS Business Portable Touch Monitor with Adaptive-Sync Support (FreeSync Compatible) | Ultra Slim Portable Design | External Monitor for Laptop PC Mac",144.99$,No Rating,Seller is Newegg,"15.6"" Full HD (1920 x 1080) Widescreen IPS Touch Display Adaptive-Sync Support (FreeSync Compatible) Ultra Slim Portable Design Wide Viewing Angle with In-Plane Switching Technology Refresh Rate: 60Hz Response Time: 6ms (G to G) VESA mounting compliant (75 x 75mm) 2 speakers, 1 watt per speaker 2 x USB 3.1 (Type-C) ports (Gen 1 up to 5 Gbps) supporting data, power (15W) and DisplayPort over USB-C 1 x Mini HDMI and 1 x Audio Out"
https://www.newegg.com/brother-ds-640-single-pass-dsmobile/p/N82E16838102040,Brother DSmobile DS-640 48 bit int./ 24 bit ext. Single CIS 600 x 600 dpi Single Pass Mobile Scanner,133.13$,No Rating,Seller is NothingButSavings,Single CIS 600 x 600 dpi 48 bit int./ 24 bit ext. 1200 x 1200 dpi
https://www.newegg.com/blue-startech-7-ft-others/p/N82E16812200588,StarTech.com N6PATCH7BL Cat6 Ethernet Cable - 7 ft - Blue - Patch Cable - Snagless Cat5 Cable - Short Network Cable - Ethernet Cord - Cat 6 Cable - 7ft,390.99$,4.6 out of 5,Seller is NothingButSavings,7ft Blue CAT6 Ethernet cable w/100% copper Multi Gigabit 1/2.5/5Gbps and 10Gbps up to 160ft | Fluke patch cord tested to comply w/ANSI/TIA-568-2.D Category 6 24 AWG stranded copper conductors | Up to 100W for PoE applications | IEEE 802.3bt and DTE power compliance | Built w/ETL and UL verified wire (E132276-A) | 650Mhz Rated | ANSI/TIA-568-B wiring | 7 foot 50-micron gold-plated RJ45 connectors stop rust/corrosion Snagless UTP network cable is easily pulled through wiring conduits
https://www.newegg.com/gigabyte-me03-ce0-amd-epyc-8004-series/p/296-0006-00079,"Gigabyte AMD EPYC 8004, AMD-SoC, ATX Server Motherboard - 2x 10Gb/s Broadcom LAN, 1x Management Board (ME03-CE0 rev. rev. 1.0)",756.99$,No Rating,Seller is Newegg,"AMD EPYC 8004 Series processors Single processor, 5nm technology 6-Channel RDIMM DDR5, 12 x DIMMs 2 x 10Gb/s BASE-T LAN ports (Broadcom BCM57416) 1 x Dedicated management port 3 x MCIO 4i for 3 x Gen5 NVMe or 12 x SATA 1 x M.2 slot with PCIe Gen3 x4 interface 3 x PCIe Gen5 x16 expansion slots 3 x PCIe Gen4 x16 and x8 expansion slots"
https://www.newegg.com/msi-liquid-cooling-system-r-series-v2-radiator-size-272-00-x-120-00-x-32-00-mm/p/N82E16835846026,"MSI MAG CoreLiquid 240R V2 AIO Liquid CPU Cooler, 240mm Radiator, Dual PWM Fans, ARGB Lighting Controlled by Software - LGA 1700/1851 / AM5/AM4 Compatible",109.99$,4 out of 5,Seller is Newegg,500~2000 RPM 21.63~78.73 CFM Radiator Dim. 272.00 x 120.00 x 32.00 mm Fan Noise 14.3~34.3 dBA LGA 1700 Ready
https://www.newegg.com/asus-va24dqf-24-0-fhd-100-hz-ips/p/N82E16824281281,"ASUS 24” (23.8-inch viewable) 1080P Eye Care Monitor (VA24DQF) - IPS, Full HD, Frameless, 100Hz, 1ms, Adaptive-Sync, for Working and Gaming, Low Blue Light, Flicker Free, DisplayPort",439.00$,5 out of 5,Seller is Newegg,"23.8-inch Full HD (1920x1080) frameless design with IPS 178° wide viewing angle panel SmoothMotion 100Hz refresh rate and 1ms MPRT delivers a seamless, tear-free visual experience by enabling VRR (variable refresh rate) Rich connectivity features HDMI and DisplayPort, plus earphone jack VESA wall-mountable to save on desktop space ASUS Eye Care monitors feature TUV Rheinland-certified Flicker-free and Low Blue Light technologies to ensure a comfortable viewing experience What’s in the box: HDMI cable, L-shaped Screwdriver, Power cord, Quick start guide, Warranty Card Free 1-month Adobe Creative Cloud Subscription: Receive complimentary access with the purchase of this product (offer valid from 9/15/2021 to 8/31/2024)"
https://www.newegg.com/creative-sound-blaster-katana-v2x-bluetooth-usb-optical-hdmi/p/N82E16836116221,"Creative Sound Blaster Katana V2X 5.1 Multi-Channel Gaming Soundbar with Compact Subwoofer, 180W Peak Power, ft Tri-Amplified 5-Driver Design, Super X-Fi Technology, and RGB Lighting",299.99$,5 out of 5,Seller is Newegg,"POWERFUL AUDIO WITH REDESIGNED COMPACT SUBWOOFER – Enjoy stunning audio clarity with the Sound Blaster Katana V2X’s game-changing tri-amplified amps, powered by our proprietary multi-core DSP chip. For those with space constraint, the discreet subwoofer is 40% smaller than Katana V2 and is an ideal choice for smaller rooms without compromising audio quality 5.1 MULTI-CHANNEL IMMERSIVE AUDIO PLAYBACK – Experience crystal clear and impressive room-filling sound with its 5.1 channel playback and peak power up to 180W. The Sound Blaster Katana V2X is also a certified Dolby Audio decoder via HDMI ARC and optical connection, so it can recreate the all-familiar cinematic experience in the comfort of your own home from a Dolby-certified source AWARD-WINNING SUPER X-FI TECHNOLOGY AND SXFI BATTLE MODE VIA HEADPHONES – Personalize your headphone experience with Super X-Fi for the most optimized and realistic listening experience. Gain competitive advantage in FPS games with SXFI BATTLE Mode"
https://www.newegg.com/p/N82E16823167063,MSI Strike 600 RGB Mechanical Gaming Keyboard - Silent Switches,49.00$,5 out of 5,Seller is Newegg,"The sound-dampening structure minimizes pings and echoes, ensuring a quieter and more enjoyable experience for those wanting to stay silent Featuring a 45g actuation force and tactile bump, the dustproof silent mechanical switches deliver a quiet, smooth typing experience for every key press. Easily control your media with the smart dual touch volume wheel and dedicated media keys. MSI's exclusive octagonal keycaps, with a silver primer coating, offer a durable, fingerprint-resistant lettering and a contemporary look for an optimal typing experience. Constructed with aircraft grade aluminum alloy for optimum durability. The built-in onboard memory allows gamers to customize and store up to 3 profiles, including any settings, RGB effects, and macro keys."
https://www.newegg.com/asrock-rack-b550d4u-2t-supports-amd-ryzen-5000-g-series-desktop-processors-with-radeon-graphics-supp/p/N82E16813140072,AsRock Rack B550D4ID-2L2T Deep mini-ITX Server Motherboard AMD Ryzen 5000 Series AM4 (PGA 1331) B550 Dual 1GbE+10GbE,399.00$,No Rating,Seller is Newegg,"Deep mini-ITX (6.7"" x 8.2"") Support AMD Ryzen 5000 Series Desktop Processors Support 4 x DIMM slots (2DPC), supports DDR4 ECC/non-ECC UDIMM Support 1 x PCIe4.0 x16 Support 4 x SATA 6Gb/s Support 1 x M.2 (PCIe4.0 x4 or SATA 6Gb/s) Support 2 x RJ45 (10GbE) by Intel® X710 + 2 x RJ45 (1GbE) by Intel i210 + 1 x  1 x dedicated IPMI Support ATX PSU and 12V DC-in"
https://www.newegg.com/acer-kg251q-z1biip-24-5-fhd-280-hz-va-black/p/N82E16824011519,"Acer Nitro KG251Q Z1biip 24.5"" Gaming Full HD (1920 x 1080) Gaming Monitor with AMD FreeSync PremiumTechnology, Up to 280Hz Refresh Rate, 1ms (VRB), HDR 10, VESA mounting compliant (100 x 100mm) (1 x Display Port 1.4, 2 x HDMI 2.0 Ports)",149.99$,No Rating,Seller is Newegg,"24.5"" Full HD (1920 x 1080) Widescreen VA Monitor AMD FreeSync Premium Technology Response Time: 1ms (VRB) Panel Type: VA Refresh Rate: 280Hz Using Display Port | 240Hz using HDMI Port Color Saturation: NTSC 72% HDR Ready VESA mounting compliant (100 x 100mm) Acer VisionCare Technologies Ports: 1 x Display Port 1.4 & 2 x HDMI 2.0 Ports"
https://www.newegg.com/athena-power-p2g-5650v-650w/p/N82E16817338074,Athena Power Zippy P2G-5650V 650W Single 2U Server Power Supply - OEM,479.99$,No Rating,Seller is Newegg,650W Single One 60 mm DC Fan Fans
https://www.newegg.com/athena-power-ap-mps3atx80ep8-800w-micro-ps3/p/N82E16817338119,Athena Power AP-MPS3ATX80EP8 800W MicroPS3 (118mm Length)/PS2 Single EPS12V/ATX12V IPC Server Power Supply - 80PLUS Bronze - ActivePFC - OEM,209.99$,3.6 out of 5,Seller is AyaGroup,800W ATX 24 (20+4) Pin x 1 P4-12V 4 Pin x 1 EPS12V 8 Pin x 2 PCIE 6 Pin x 2 PCIE 6+2 Pin x 2 SATA 15 Pin x 8 Molex 4 Pin x 2 Floppy 4 Pin x 1 80mm Exhaust x 1 Fans
https://www.newegg.com/green-project-b-lc75c-cyan/p/N82E16828651001,Green Project B-LC75C Ink Cartridge (OEM# Brother LC75C) 600 Page Yield; Cyan,6.64$,5 out of 5,Seller is Newegg,"Cyan 600 Pages Compatible Products LC75C, LC75-C, LC-75 C, LC75-C DCP-J525W DCP-J725DW DCP-J925DW MFC-J280W MFC-J425W MFC-J430W MFC-J435W MFC-J5910DW MFC-J625W MFC-J6510DW MFC-J6710DW MFC-J6910DW MFC-J825DW MFC-J835DW"
https://www.newegg.com/p/N82E16813183819,"Supermicro Server Motherboard MBD-H13SSL-N Socket SP5 AMD 4th Gen EPYC™ 9004/9005 Genoa, Up to 3TB 3DS ECC RDIMM DDR5, ATX.",689.00$,5 out of 5,Seller is Newegg,"AMD EPYC™ 9004/9005* Series Processors (*AMD EPYC™ 9005 series drop-in support requires board revision 2.x) System on Chip Support up to DDR5 12 DIMM slots (1DPC) 3 PCIe 5.0 x16 2 PCIe 5.0 x8 Up to 6 USB 3.0 ports(4 rear + 2 via header) 8 SATA3 6 PWM 4-pin Fans with tachometer status monitoring M.2 Interface: 2 PCIe 4.0 x4 M.2 Form Factor: 2280, 22110"
https://www.newegg.com/amd-epyc-4244p-socket-am5/p/N82E16819113836,AMD EPYC 4004 (4th Gen) 4244P Hexa-core (6 Core) 3.80 GHz Processor - OEM Pack - 32 MB L3 Cache - 64-bit Processing - 5.10 GHz Overclocking Speed - Socket AM5 - 65 W - 12 Threads 100-000001480 - OEM,249.99$,5 out of 5,Seller is Newegg,AMD EPYC 4004 (4th Gen) 4244P Hexa-core (6 Core) 3.80 GHz Processor - OEM Pack - 32 MB L3 Cache - 64-bit Processing - 5.10 GHz Overclocking Speed - Socket AM5 - 65 W - 12 Threads 100-000001480
https://www.newegg.com/p/1B4-00JV-00066,Silverstone GM500-S 80 PLUS Silver 500W mini redundant power supply,499.97$,No Rating,Seller is Gnagugu,500+500W 24hour and well working performance at 50? fully continuous power output PS/2 mini redundant power with depth of 174mm for easy integration 1+1 redundant configuration 80 PLUS Silver Certified Hot swappable design Convenient pull-out handle bars Industry-leading reliability Japanese electrolytic capacitors
https://www.newegg.com/brother-mfc-series-mfcj1205w-inkjet/p/N82E16828120347,Brother MFC-J1205W INKvestment Tank Wireless Multi-Function Color Inkjet Printer with Up to 1-Year of Ink In-box,259.99$,5 out of 5,Seller is Newegg,"Up to 1-year of ink in-box Brother Mobile Connect App puts the power of printing at your fingertips Wireless, Wireless Direct, and USB connectivity"
https://www.newegg.com/asrock-rx6600-cld-8g-amd-radeon-rx-6600-8gb-gddr6/p/N82E16814930066,ASRock Radeon RX 6600 Challenger D 8GB GDDR6 PCI Express 4.0 Graphics Card RX6600 CLD 8G,219.97$,4.7 out of 5,Seller is Newegg,8GB 128-Bit GDDR6 Core Clock 1626 MHz Boost Clock 2491 MHz 1 x HDMI 2.1 3 x DisplayPort 1.4 1792 Stream Processors PCI Express 4.0
https://www.newegg.com/p/1A4-006E-00001,DS-700AC USB to WiFi 5 Adapter Device Server with IPv4/IPv6 Support,251.99$,No Rating,Seller is Newegg,"USB Device Connectivity over Wireless Network Enterprise Security for Wi-Fi Network: The DS-700AC supports Wi-Fi WPA3-Enterprise security. The latest Wi-Fi security can protect the wireless network. It also supports legacy Wi-Fi security such as WPA/WPA2-Enterprise. For personal use, it supports WPA/WPA2/WPA3-Personal, too. Equipment Sharing from Two Different Networks: Office equipment deployed in a network now can join another network keeping two networks still isolated. The DS-700AC can convert a USB device port of the equipment to the wireless network port. High Data Bandwidth: The DS-700AC USB 3 SuperSpeed port provides higher bandwidth over gigabit Ethernet LAN than the legacy USB 2.0 device server. Data transfer from USB devices will complete much faster than ever. Network Management Tool: SX Virtual Link is software to access USB devices attached to the USB device server over the network."
https://www.newegg.com/p/0XM-001R-001G1,"TP-Link PCIe WiFi Card for Desktop PC, Dual Band Wireless Internal Network Card(Archer T2E) High-Gain Antenna, MU-MIMO, WPA3, Low Profile, Supports Windows 10",14.99$,4.5 out of 5,Seller is Newegg,"Dual-Band WiFi: Upgrade your Desktop PC with dual band PCI-E wireless adapter High-Gain Antenna: Advanced external high-gain antenna greatly enhances the reception and transmission signal strength for your desktop PC MU-MIMO - Improves the throughput and efficiency of the wireless network with MU-MIMO technology WPA3 Support- Improve your cybersecurity with more secure and individualized protection while being on the internet Easy Setup - The Archer T2E plugs easily into your PC's existing PCIE slot, featuring simple installation Low-Profile Bracket- In addition to the standard bracket, a low-profile bracket is also provided for mini tower computer cases Operating System - Supports Windows 10"
https://www.newegg.com/ubiquiti-usw-pro-24-24-x-rj45-2-x-sfp/p/0XP-000A-004E5,Ubiquiti Pro 24 (USW-Pro-24),99.99$,4.8 out of 5,Seller is Newegg,"A 24-port, Layer 3 switch supporting 10G SFP+ connections with fanless cooling. (24) GbE ports (2) 10G SFP+ ports DC power backup-ready Layer 3 switching Silent cooling"
https://www.newegg.com/p/N82E16826188016,"EVGA X12 Gaming Mouse, 8k, Wired, Black, Customizable, Dual Sensor, 16,000 DPI, 5 Profiles, 8 Buttons, Ambidextrous Light Weight, RGB, 905-W1-12BK-KR",9.99$,4 out of 5,Seller is Newegg,"Dual Sensor 2-Dimension Array Tech, LOD sensor paired with a Pixart 3389 optical sensor USB2.0 High-Speed 32-bit Arm Cortex-M33 core microprocessor, supporting a native 8K Hz report rate. Eight times the standard 1K Hz on competing gaming mice for faster response time and precise movements. 5 customizable onboard profiles with on the fly DPI settings allow you to take your mouse anywhere. 3 zone RGB Lighting customizable via the UNLEASH RGB software Light weight ambidextrous body and flexible paracord usb cable"
https://www.newegg.com/startech-com-glclhsmd10st/p/N82E16833114156,StarTech.com Cisco GLC-LH-SMD Compatible SFP Module 10 Pack - 1000BASE-LX/LH 1GbE Gigabit Ethernet Single Mode Fiber SMF Optic Transceiver,306.99$,No Rating,Seller is Newegg,"100% CISCO GLC-LH-SMD COMPATIBLE: Works with Cisco switches like Firepower, ASR920, IE2000, IE4000, ASR1000 and others TECHNICAL SPECS: 1000BASE-LX/LH | 1 Gbps | Single Mode (SMF)/Multi Mode (MMF) | LC Connector | 1310nm | Digital Diagnostic Monitoring (DDM) | Distances up to 40km (24.8mi) TESTED FOR OEM HOST COMPATIBILITY: Hot-swappable in Cisco routers and switches; DDM support reports the transceiver's status to most SNMP network management tools OUTSTANDING SUPPORT: Backed by StarTech.com for the life of the module itself, not your equipment; our modules won't void your OEM support and with access to our Tech Advisors 5/24 WORKS WITH MSA COMPLIANT SWITCHES: Also works with switch models from Ubiquiti, D-Link, Netgear, Supermicro, TP-Link and more that accept uncoded modules"
https://www.newegg.com/p/N82E16828104666,HP 70 (C9405A) 70 Printhead Light Magenta and Light Cyan,105.00$,No Rating,Seller is Newegg,"High-definition HP printhead. Help lower your printing costs - Reduce downtime and keep day-one image quality with user-replaceable HP printheads.. Count on HP printheads to produce the results you need across a versatile array of print jobs - vivid color, neutral grays, crisp lines and text, and consistent results at fast speeds. HP DesignJet ink is designed together with your HP DesignJet printer to deliver consistently high-quality prints on a wide range of media - saving you time, money, and ensuring your customers' satisfaction. Deliver high quality from amazing photos to high-definition prints using pigment-based HP Vivid Photo Inks with RGB colors. Reliable alternative to remanufactured, compatible, and third-party replacement ink cartridges: While non-HP inks may cost less, they can cause frequent printhead replacement, unsellable prints - wasting time and money - and increased printer downtime."
https://www.newegg.com/nzxt-liquid-cooling-system-kraken-240-275-mm-black/p/N82E16835146118,NZXT Kraken 240mm - RL-KN240-B1 – AIO CPU Liquid Cooler - LCD Display - 2 x F120P Static Pressure Fan Radiator Fans LGA 1851/1700 / AM5 Compatible,131.99$,4.2 out of 5,Seller is Newegg,"PERFORMANCE IN REAL TIME: Proudly display custom images and system specs in real time. The 1.54"" diameter LCD display screen provides a clean image. STAY COOL: Powerfully quiet F Series Static Pressure fans provide cooling with superior heat dissipation capability. The 7th gen Asetek pump ensures your Kraken stays cool and quiet at 2800 RPM. SIMPLE INSTALL: Setup is made simple with a single breakout cable that takes the guesswork out of the installation process. The liquid tubes are protected with reinforced nylon-braided sleeves for added durability and worry-free handling. NZXT CAM-READY: Personalize screen content with custom images or performance info with user-friendly NZXT CAM software. Control fan and pump speeds and run at 0 RPM mode at low temperatures to eliminate fan noise."
https://www.newegg.com/p/N82E16813140129,ASRock Rack AM5D4ID-2T/BCM Deep mini-ITX Server Motherboard AMD Ryzen 7000 AM5 (LGA 1718)  KNOLL3 X300  Dual 10G LAN,424.00$,No Rating,Seller is Newegg,"Deep mini-ITX (6.7""x 8.2"") Support AMD Ryzen 7000 series Processors Support 4 DIMM slots (2DPC), supports DDR5 ECC/non-ECC UDIMM Support 1 PCIe5.0 x16 Support 1 OCuLink (PCIe4.0 x2) Support 1 M.2 (PCIe5.0 x4) Support 2 RJ45 (10GbE) by Broadcom BCM57416 Support 1 HDMI Support Remote management (IPMI)"
https://www.newegg.com/tp-link-archer-ge800-be19000-6-ghz-11520-mbps-5-ghz-5760-mbps-2-4-ghz-1376-mbps/p/N82E16833704752,"TP-Link Tri-Band BE19000 Wi-Fi 7 Gaming Router Archer GE800 | 12-Stream 19 Gbps | 2×10G + 4×2.5G Ports, USB 3.0 | Quad Acceleration, Dedicated Band for Gaming | Game Panel, RGB",399.99$,5 out of 5,Seller is Newegg,"Unprecedented 19 Gbps Tri-Band WiFi 7:  Delivering 11520 Mbps on the 6 GHz band, 5760 Mbps on 5 GHz, and 1376 Mbps on 2.4 GHz Two 10G Ports for Future-Proof Connectivity: 2× 10 Gbps WAN/LAN ports, and 4× 2.5 Gbps LAN ports support massive bandwidth for wired gaming devices and ultra-fast connections, accommodating all gaming needs Exclusive Acceleration for Games: Accelerate game applications, game devices, mobile games, and game servers. Stabilize connections, minimize jitter, lag and ping while boosting speed Dedicated Game Panel: An intuitive game panel provides real-time insights into the battle environment, network status, router performance, rgb settings, accelerated games and gears, enabling players to strategize effectively Game-Style Design: High-performance launch pad appearance, seamless multicolor lighting, and optimized antenna layout ensure quality connections and a vibrant atmosphere"
https://www.newegg.com/onix-odyssey-8346-00178-intel-arc-b580-12gb-gddr6/p/N82E16814987002,ONIX LUMI Arc B580 12GB GDDR6 PCI Express 4.0 x8 ATX Graphics Card 8346-00278,329.99$,4.7 out of 5,Seller is Newegg,12GB 192-Bit GDDR6 Core Clock 2740 MHz 1 x HDMI 2.1 3 x DisplayPort 2.1 PCI Express 4.0 x8
https://www.newegg.com/model-wdba3a0040bbk-wesn-4tb-usb-3-2-gen-1-micro-b/p/N82E16822234386,WD Black 4TB P10 Game Drive Portable External Hard Drive for PS5/PS4/Xbox One/PC/Mac USB 3.2 (WDBA3A0040BBK-WESN),109.99$,4.6 out of 5,Seller is Newegg,"Enhanced gaming storage capacity of up to 5TB, accommodating over 125 games, ensuring ample space for both cherished classics and latest releases Portable form factor with sleek metal top covering that provides fast access to your growing game storage library Speeds up to 140MB/s (2TB model) to push your console or PC to new levels Compatible with Xbox Series X|S (play and store Xbox One games / archive Xbox Series X|S games) and PlayStation 5 (play and store PS4 games/archive PS5 games) consoles Premium HDD with 3-year limited warranty, purpose-built for gamers based on WD_BLACK quality and reliability"
https://www.newegg.com/noctua-nf-a12x25-pwm-chromax-black-swap-case-fan/p/1YF-000T-00387,"Noctua NF-A12x25 PWM chromax.black.swap, Premium Quiet Fan, 4-Pin (120mm, Black)",29.99$,4.8 out of 5,Seller is ZerKorr Power,"Premium quiet fan, 120x120x25mm, 12V, 4-pin PWM, max. 2000 RPM, max. 22.6 dB(A), >150,000 h MTTF Next-gen A-series design combines high airflow and high static pressure performance, ideal both as a case fan and for CPU coolers, watercooling radiators and AIO liquid cooling systems State-of-the-art engineering (AAO frame, Flow Acceleration Channels, record tight 0.5mm tip clearance) and construction (Sterrox® LCP material, metal-reinforced hub, metal bearing shell, etc.) 4-pin PWM version for automatic speed control via 4-pin PWM motherboard fan headers, 450-2000rpm speed range (near silent at idle, powerful under load) chromax.black.swap edition with swappable red, black, white, blue, yellow, grey and green anti-vibration pads for colour-customising (4 pads of each colour plus black anti-vibration gasket)"
